frame.number,frame.time_epoch,ip.src,ip.dst,ipv6.src,ipv6.dst,ip.proto,ipv6.nxt,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.len
23511,1787931371.350654000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23512,1787931371.351724400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23513,1787931371.352785600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,940
23514,1787931371.352788800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,92
23515,1787931371.355082200,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2404:6800:4009:826::2003,,17,,,54698,443,406
23516,1787931371.367211800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,95
23517,1787931371.505330000,,,2404:6800:4009:826::2003,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,54698,94
23518,1787931371.520622400,,,2404:6800:4009:826::2003,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,54698,131
23519,1787931371.520625300,,,2404:6800:4009:826::2003,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,54698,87
23520,1787931371.521176000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2404:6800:4009:826::2003,,17,,,54698,443,97
23521,1787931371.554784300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2404:6800:4009:826::2003,,17,,,54698,443,94
23522,1787931371.600688400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:482b:7700::,,17,,,64441,443,91
23523,1787931371.643660800,,,2404:6800:4009:826::2003,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,54698,90
23524,1787931371.678883500,,,2001:4860:482b:7700::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,64441,93
23525,1787931374.145205000,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,60415,443,1084
23526,1787931374.372839100,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,60415,96
23527,1787931374.372842300,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,60415,137
23528,1787931374.376451700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2404:6800:4009:826::2003,,17,,,54698,443,721
23529,1787931374.398079500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,60415,443,99
23530,1787931374.544530400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,1288
23531,1787931374.544722800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,1292
23532,1787931374.544786400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,696
23533,1787931374.547010800,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,60415,89
23534,1787931374.547564600,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,60415,443,96
23535,1787931374.550831800,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,60415,92
23536,1787931374.564265900,,,2404:6800:4009:826::2003,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,54698,94
23537,1787931374.600547900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2404:6800:4009:826::2003,,17,,,54698,443,94
23538,1787931374.602394500,,,2404:6800:4009:826::2003,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,54698,131
23539,1787931374.602397000,,,2404:6800:4009:826::2003,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,54698,87
23540,1787931374.603019700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2404:6800:4009:826::2003,,17,,,54698,443,97
23541,1787931374.782135100,,,2001:4860:4829:400::,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,60415,87
23542,1787931374.782372500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,96
23543,1787931374.782373600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,92
23544,1787931374.782374500,,,2404:6800:4009:826::2003,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,54698,88
23545,1787931374.782639400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2001:4860:4829:400::,,17,,,60415,443,96
23546,1787931374.782830900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2404:6800:4009:826::2003,,17,,,54698,443,95
23547,1787931374.788866600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,185
23548,1787931374.790529100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1292
23549,1787931374.791010200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23550,1787931374.791012200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23551,1787931374.794495100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23552,1787931374.794760900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23553,1787931374.794763100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23554,1787931374.795062200,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,98
23555,1787931374.795852500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23556,1787931374.798282600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23557,1787931374.800319900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23558,1787931374.800524700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23559,1787931374.803901600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23560,1787931374.803903900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23561,1787931374.803911500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23562,1787931374.806027400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23563,1787931374.806515500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,94
23564,1787931374.807123100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23565,1787931374.807125400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23566,1787931374.809382500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23567,1787931374.811121000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23568,1787931374.811469600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23569,1787931374.814230800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23570,1787931374.814955400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23571,1787931374.814957700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23572,1787931374.814959500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23573,1787931374.816933500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23574,1787931374.817271500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,94
23575,1787931374.835216400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23576,1787931374.835221300,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23577,1787931374.835222200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23578,1787931374.835223200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23579,1787931374.835224200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23580,1787931374.835245600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23581,1787931374.835246300,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23582,1787931374.835861800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23583,1787931374.836381300,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23584,1787931374.839322100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23585,1787931374.839324200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23586,1787931374.839325200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23587,1787931374.839696900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,94
23588,1787931374.840262200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23589,1787931374.840904000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23590,1787931374.843583100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23591,1787931374.844203900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23592,1787931374.844205200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23593,1787931374.846000100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23594,1787931374.846963100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23595,1787931374.847360000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23596,1787931374.847610500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,94
23597,1787931374.848410700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23598,1787931374.848784200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23599,1787931374.867151100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,95
23600,1787931374.872709700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23601,1787931374.872711000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23602,1787931374.872712200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23603,1787931374.872713100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23604,1787931374.872714500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23605,1787931374.872715200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23606,1787931374.872716100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23607,1787931374.872717000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23608,1787931374.872717900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23609,1787931374.872718800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23610,1787931374.873055700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,94
23611,1787931374.874079200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23612,1787931374.874080000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23613,1787931374.874080700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23614,1787931374.885617900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23615,1787931374.885619700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23616,1787931374.885621000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23617,1787931374.886110500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,94
23618,1787931374.887654200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23619,1787931374.887655700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23620,1787931374.887656700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23621,1787931374.887657700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23622,1787931374.887658500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23623,1787931374.887659500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23624,1787931374.889105100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23625,1787931374.889106300,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23626,1787931374.889107300,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23627,1787931374.889108300,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23628,1787931374.889109200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23629,1787931374.889110000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23630,1787931374.889110800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23631,1787931374.889433400,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,95
23632,1787931374.889716400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23633,1787931374.890757200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23634,1787931374.891187000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23635,1787931374.909688700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23636,1787931374.910100100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,95
23637,1787931374.911312400,,,2404:6800:4009:826::2003,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,54698,90
23638,1787931374.911314600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23639,1787931374.911319700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23640,1787931374.911320900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23641,1787931374.911880400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23642,1787931374.913357100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23643,1787931374.913359000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23644,1787931374.914428200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23645,1787931374.914430200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23646,1787931374.915607600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23647,1787931374.916545000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23648,1787931374.916818500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,95
23649,1787931374.926487800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23650,1787931374.926489900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23651,1787931374.927470700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23652,1787931374.927478100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23653,1787931374.928932000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23654,1787931374.928933500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23655,1787931374.928942400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23656,1787931374.928943700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23657,1787931374.928944900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23658,1787931374.928946100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23659,1787931374.928947500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23660,1787931374.929224800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23661,1787931374.929378300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,95
23662,1787931374.930898200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23663,1787931374.930900000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23664,1787931374.932789400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23665,1787931374.943720500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23666,1787931374.943722700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23667,1787931374.943724400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23668,1787931374.943725700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23669,1787931374.943727300,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23670,1787931374.943816100,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,96
23671,1787931374.949771800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23672,1787931374.949773400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23673,1787931374.950190800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23674,1787931374.958524600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23675,1787931374.958525800,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,96
23676,1787931374.958526700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23677,1787931374.958528400,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23678,1787931374.958529900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23679,1787931374.958531500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23680,1787931374.958533200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23681,1787931374.958534600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23682,1787931374.958536000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23683,1787931374.959927300,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23684,1787931374.959929000,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23685,1787931374.959930500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23686,1787931374.960196700,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,95
23687,1787931374.960966900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23688,1787931374.973429500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23689,1787931374.973431900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23690,1787931374.973433200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23691,1787931374.973434500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23692,1787931374.973435800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23693,1787931374.973512900,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,96
23694,1787931374.977838800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23695,1787931374.977841200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23696,1787931374.977843100,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23697,1787931374.977844600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23698,1787931374.977845700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23699,1787931374.977846600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23700,1787931374.978491300,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,95
23701,1787931374.988053800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23702,1787931374.990380600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23703,1787931374.990381800,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23704,1787931374.990685500,,,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,2405:200:1630:b44::f,,17,,,51696,443,95
23705,1787931374.990933900,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23706,1787931374.991669200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23707,1787931374.991842200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23708,1787931374.992661700,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23709,1787931374.995258200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23710,1787931374.995259200,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23711,1787931374.996963500,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
23712,1787931374.997520600,,,2405:200:1630:b44::f,2409:4073:197:3dbc:30ff:ee1:4a11:71ca,,17,,,443,51696,1296
